Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Generation,Sprite,Shiny
1004,Chi-Yu,,Dark,Fire,55,80,80,135,120,100,9,poke_icon_1004_000_uk_n_00000000_f_n.png,poke_icon_sh_1004_000_uk_n_00000000_f_n.png
1005,Roaring Moon,,Dragon,Dark,105,139,71,55,101,119,9,poke_icon_1005_000_uk_n_00000000_f_n.png,poke_icon_sh_1005_000_uk_n_00000000_f_n.png
1006,Iron Valiant,,Fairy,Fighting,74,130,90,120,60,116,9,poke_icon_1006_000_uk_n_00000000_f_n.png,poke_icon_sh_1006_000_uk_n_00000000_f_n.png
1007,Koraidon,,Fighting,Dragon,100,135,115,85,100,135,9,poke_icon_1007_000_uk_n_00000000_f_n.png,poke_icon_sh_1007_000_uk_n_00000000_f_n.png
1008,Miraidon,,Electric,Dragon,100,85,100,135,115,135,9,poke_icon_1008_000_uk_n_00000000_f_n.png,poke_icon_sh_1008_000_uk_n_00000000_f_n.png
1009,Walking Wake,,Water,Dragon,99,83,91,125,83,109,9,poke_icon_1009_000_uk_n_00000000_f_n.png,poke_icon_sh_1009_000_uk_n_00000000_f_n.png
1010,Iron Leaves,,Grass,Psychic,90,130,88,70,108,104,9,poke_icon_1010_000_uk_n_00000000_f_n.png,poke_icon_sh_1010_000_uk_n_00000000_f_n.png
1011,Dipplin,,Grass,Dragon,80,80,110,95,80,40,9,poke_icon_1011_000_mf_n_00000000_f_n.png,poke_icon_sh_1011_000_mf_n_00000000_f_n.png
1012,Poltchageist,,Grass,Ghost,40,45,45,74,54,50,9,poke_icon_1012_000_uk_n_00000000_f_n.png,poke_icon_sh_1012_000_uk_n_00000000_f_n.png
1013,Sinistcha,,Grass,Ghost,71,60,106,121,80,70,9,poke_icon_1013_000_uk_n_00000000_f_n.png,poke_icon_sh_1013_000_uk_n_00000000_f_n.png
1014,Okidogi,,Poison,Fighting,88,128,115,58,86,80,9,poke_icon_1014_000_mo_n_00000000_f_n.png,poke_icon_sh_1014_000_mo_n_00000000_f_n.png
1015,Munkidori,,Poison,Psychic,88,75,66,130,90,106,9,poke_icon_1015_000_mo_n_00000000_f_n.png,poke_icon_sh_1015_000_mo_n_00000000_f_n.png
1016,Fezandipiti,,Poison,Fairy,88,91,82,70,125,99,9,poke_icon_1016_000_mo_n_00000000_f_n.png,poke_icon_sh_1016_000_mo_n_00000000_f_n.png
1017,Ogerpon,Teal Mask,Grass,,80,120,84,60,96,110,9,poke_icon_1017_002_fo_n_00000000_f_n.png,poke_icon_sh_1017_002_fo_n_00000000_f_n.png
1017,Ogerpon,Wellspring Mask,Grass,Water,80,120,84,60,96,110,9,poke_icon_1017_003_fo_n_00000000_f_n.png,poke_icon_sh_1017_003_fo_n_00000000_f_n.png
1017,Ogerpon,Hearthflame Mask,Grass,Fire,80,120,84,60,96,110,9,poke_icon_1017_001_fo_n_00000000_f_n.png,poke_icon_sh_1017_001_fo_n_00000000_f_n.png
1017,Ogerpon,Cornerstone Mask,Grass,Rock,80,120,84,60,96,110,9,poke_icon_1017_000_fo_n_00000000_f_n.png,poke_icon_sh_1017_000_fo_n_00000000_f_n.png
1018,Archaludon,,Steel,Dragon,90,105,130,125,65,85,9,poke_icon_1018_000_mf_n_00000000_f_n.png,poke_icon_sh_1018_000_mf_n_00000000_f_n.png
1019,Hydrapple,,Grass,Dragon,106,80,110,120,80,44,9,poke_icon_1019_000_mf_n_00000000_f_n.png,poke_icon_sh_1019_000_mf_n_00000000_f_n.png
1020,Gouging Fire,,Fire,Dragon,105,115,121,65,93,91,9,poke_icon_1020_000_uk_n_00000000_f_n.png,poke_icon_sh_1020_000_uk_n_00000000_f_n.png
1021,Raging Bolt,,Electric,Dragon,125,73,91,137,89,75,9,poke_icon_1021_000_uk_n_00000000_f_n.png,poke_icon_sh_1021_000_uk_n_00000000_f_n.png
1022,Iron Boulder,,Rock,Psychic,90,120,80,68,108,124,9,poke_icon_1022_000_uk_n_00000000_f_n.png,poke_icon_sh_1022_000_uk_n_00000000_f_n.png
1023,Iron Crown,,Steel,Psychic,90,72,100,122,108,98,9,poke_icon_1023_000_uk_n_00000000_f_n.png,poke_icon_sh_1023_000_uk_n_00000000_f_n.png
1024,Terapagos,Normal Form,Normal,,90,65,85,65,85,60,9,poke_icon_1024_000_mf_n_00000000_f_n.png,poke_icon_sh_1024_000_mf_n_00000000_f_n.png
1024,Terapagos,Terastal Form,Normal,,95,95,110,105,110,85,9,poke_icon_1024_002_mf_n_00000000_f_n.png,poke_icon_sh_1024_002_mf_n_00000000_f_n.png
1024,Terapagos,Stellar Form,Normal,,160,105,110,130,110,85,9,poke_icon_1024_001_mf_n_00000000_f_n.png,poke_icon_sh_1024_001_mf_n_00000000_f_n.png
1025,Pecharunt,,Poison,Ghost,88,88,160,88,88,88,9,poke_icon_1025_000_uk_n_00000000_f_n.png,poke_icon_sh_1025_000_uk_n_00000000_f_n.png
