,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
60949,17288,17288,5vdnVb9TxdowGuKNIPMwMF,Fire-Toolz;Sophiaaaahjkl;8901,"Interbeing , Vol. 1 (Remix)",CODENAME_BONKERS - Remix,21,204003,Explicit,0.68,0.636,4,-11.432,0,0.135,0.00329,0.875,0.165,0.338,100.006,4,club
60956,58956,58956,7N02bJK1amhplZ8yAapRS5,Area 11,SINGLARITY,New Magiks,21,206613,Explicit,0.517,0.937,1,-3.647,1,0.0584,0.0004,1.87e-06,0.0911,0.481,132.02,4,industrial
60958,111356,111356,4QNYup8agiVGw8CRge3xfG,DJ Shadow;Nas,Systematic (feat. Nas) (feat. Nas),Systematic (feat. Nas) (feat. Nas),21,203478,Explicit,0.454,0.909,11,-6.307,1,0.422,0.126,0.0,0.0669,0.737,183.84,4,trip-hop
60972,58928,58928,4A6Lx4yU4IGBAJPIAJpltI,Orgy,Talk Sick,Come Back,21,241586,Explicit,0.539,0.936,1,-3.57,1,0.0456,0.00193,0.0,0.337,0.544,100.005,4,industrial
60975,58921,58921,5B2U6awRptWQ3l4OpjZdBG,Area 11,Underline,In The Blind,21,281053,Explicit,0.381,0.959,8,-5.368,1,0.0842,0.000277,1e-05,0.168,0.552,177.095,4,industrial
61002,58720,58720,6xax7ldwP2060XaEpzuMOu,Faderhead,FH-X,"No Gods, No Flags, No Bullshit",21,279705,Explicit,0.589,0.921,9,-7.441,1,0.0592,0.00019,4.56e-06,0.209,0.193,120.02,4,industrial
61004,58767,58767,3rtRaoimMbLuhEYQAQcTk6,Orgy,Talk Sick,G Face,21,242560,Explicit,0.647,0.913,2,-4.718,1,0.101,0.00302,0.0,0.406,0.572,128.976,4,industrial
61008,58833,58833,07LZK8FmFH4qgluCbENEwg,Hocico,The Spell of the Spider (Deluxe Edition) [Remastered],Forgotten Tears,21,348826,Explicit,0.606,0.982,10,-4.822,1,0.0563,0.109,0.00298,0.466,0.212,120.006,4,industrial
61020,58813,58813,3sRNtIkYjdfMYn9KkNX68t,Soulfly,Savages,This Is Violence,21,263120,Explicit,0.258,0.979,9,-4.029,1,0.126,9.75e-06,0.000211,0.0709,0.141,97.765,4,industrial
61059,98833,98833,0xjQgvIY3f3KfgyBKxxFCM,Stephen Sondheim;Eddie Cooper;Brandon Uranowitz;Adam Chanler-Berat;Will Swenson;Wesley Taylor;Steven Pasquale;Tavi Gevinson;Judy Kuhn,Assassins (The 2022 Off-Broadway Cast Recording),Everybody's Got the Right,21,354529,Explicit,0.545,0.309,2,-11.127,1,0.109,0.795,0.0,0.149,0.411,115.593,3,show-tunes
61100,22784,22784,3QDqbaCOc6gfdgEyOqEGz9,Cannibal Corpse,Gallery of Suicide,Headless,21,142266,Explicit,0.242,0.975,1,-8.067,1,0.104,1.95e-06,0.895,0.132,0.198,127.557,1,death-metal
61105,22774,22774,7ggEnd3patpPclJvsOKFnP,Signs of the Swarm,Vital Deprivation,The Blood,21,265213,Explicit,0.41,0.994,2,-3.062,1,0.132,0.000164,0.000805,0.313,0.096,139.93,4,death-metal
61111,41893,41893,4aIm087vPD3mB2lccbXYpq,The Coffinshakers,Dark Wings Over the World,Everything I Touch Turns to Tears,21,198693,Explicit,0.519,0.547,4,-8.076,1,0.0287,0.0329,0.0113,0.109,0.808,109.451,4,goth
61134,98870,98870,2jZj64zaIUnBPmyTsF1d29,Stephen Sondheim;Eddie Cooper;Steven Pasquale;Ethan Slater;Rob Morrison,Assassins (The 2022 Off-Broadway Cast Recording),The Ballad of Booth,21,597171,Explicit,0.578,0.299,0,-12.628,1,0.181,0.702,0.0,0.347,0.147,120.641,4,show-tunes
61183,107965,107965,1J0kunAZ3nUtUoLTEa4Fls,Zackey Force Funk,Bodyrock Shotgun,El Mero Mero (Remix),21,274312,Explicit,0.909,0.745,11,-4.859,0,0.0844,0.0312,0.313,0.0268,0.806,113.749,4,synth-pop
61242,22714,22714,4P8vhDPA6EGRfCP8AdwQnF,The Last Ten Seconds of Life,Machina Non Grata,Axe to Grind,21,190120,Explicit,0.446,0.92,1,-3.41,1,0.112,0.000102,0.293,0.0755,0.372,180.067,4,death-metal
61244,42000,42000,4UtWPTUjpeHkka3VohQhIl,Despise You,West Side Horizons,Divisions,21,48333,Explicit,0.302,0.934,1,-5.116,1,0.13,3.47e-05,0.223,0.265,0.0652,116.578,1,grindcore
61245,98714,98714,6F3ihbs3PSfJBf44cgekuj,Santino Fontana;Andy Grotelueschen;Lilli Cooper,Tootsie (Original Broadway Cast Recording),Unstoppable,21,240600,Explicit,0.523,0.444,7,-9.148,1,0.136,0.639,1.78e-05,0.109,0.599,149.405,4,show-tunes
61272,22675,22675,5QlVg3UjkbvaRfb93COBgW,Brujeria,Mantando Gueros,Castigo Del Brujo,21,103946,Explicit,0.326,0.979,5,-8.173,1,0.153,0.00564,0.321,0.263,0.429,90.768,4,death-metal
61273,22647,22647,2Lq8E3c2MPApoVUAyxuHAF,Carcass,Symphonies of Sickness,Excoriating Abdominal Emanation,21,271693,Explicit,0.24,0.841,6,-11.59,1,0.0843,7.52e-06,0.874,0.225,0.219,97.664,5,death-metal
61290,42044,42044,28wfOKw4rYg6vhAR8Yyry8,Disfear,Misanthropic Generation,Powerload,21,219960,Explicit,0.16,0.979,5,-5.46,0,0.104,1.53e-06,0.836,0.146,0.118,160.48,4,grindcore
61302,27192,27192,2IrvFNd1zqKQHVmPboVoYI,Chase & Status;Tinie Tempah;Wretch 32,No More Idols (Platinum Edition),Hitz - Wretch 32 Remix,21,210000,Explicit,0.448,0.912,9,-3.72,1,0.304,0.014,0.0,0.243,0.494,125.782,5,drum-and-bass
61329,22992,22992,3aUH59ZFXGe7RltVQELk4k,Evil Darkness,Dark Blasting Tongue,We Burn with Hate,21,152466,Explicit,0.368,0.88,5,-9.702,0,0.102,0.0079,0.623,0.112,0.372,144.803,4,death-metal
61340,29999,29999,5ruT2dWSHtML4esT7doTzt,Borgore,"Ruined Dubstep - EP, Pt. 1",Cry Me a River,21,278851,Explicit,0.536,0.416,7,-10.004,0,0.35,0.168,0.00148,0.0715,0.134,67.922,4,dubstep
61341,22997,22997,6us7QqYJGMGZqej8dKCFGC,Bury Your Dead,Cover Your Tracks,Mission: Impossible,21,162973,Explicit,0.307,0.976,2,-3.552,0,0.279,3.28e-05,0.0106,0.311,0.488,83.527,4,death-metal
61342,27376,27376,3WmDmYuh7bFZlbp276ahVF,Spor;James Hadouken,Caligo,Empire,21,264462,Explicit,0.545,0.897,9,-4.148,1,0.121,6.42e-05,0.0519,0.14,0.452,170.994,4,drum-and-bass
61447,22870,22870,4mPQiwpU2CXLuciRC026b3,Bodysnatcher;Jorge Sotomayer,This Heavy Void,Drowned,21,163920,Explicit,0.348,0.924,10,-4.735,0,0.144,0.00055,0.000353,0.0684,0.214,75.011,5,death-metal
61458,10092,10092,3f2qEPNWQAd5Cw90huIoOi,Dub Pistols;Seanie T,Pistoleros,Pistoleros - Edit,21,220909,Explicit,0.696,0.875,11,-3.95,1,0.132,0.114,0.0,0.331,0.719,176.039,4,breakbeat
61463,22810,22810,7AI502JOhDGljv9ruaep2Z,Vomit Forth,Seething Malevolence,Tortured Sacrament,21,155497,Explicit,0.241,0.921,9,-6.97,1,0.176,1.05e-05,0.833,0.0969,0.129,103.431,4,death-metal
61482,22828,22828,2wbFm0M7Pe0wxOU2WPRYLf,Blind Witness,Nightmare On Providence Street,Have You Ever Been Lucky?,21,258520,Explicit,0.297,0.989,2,-3.45,1,0.157,1.27e-05,0.1,0.9,0.0761,105.011,4,death-metal
61491,22874,22874,1H7scSAILrSvhYCjK8PMHW,Traitors;Trevor Strnad,Night Terrors,Burnout,21,224825,Explicit,0.384,0.993,11,-2.134,1,0.266,0.000211,0.154,0.0889,0.261,171.968,4,death-metal
61497,22965,22965,0PCXdopjKC2LYo2JXdhgnS,Hellcrust,Dosa,Agresi Semu,21,194440,Explicit,0.534,0.981,1,-6.712,0,0.0885,0.000102,0.302,0.119,0.101,120.076,4,death-metal
61500,22955,22955,5fOVDPjgTqKFGK4xmnhCeR,Acranius,Mercy Denied,Scorn,21,217519,Explicit,0.336,0.852,0,-7.694,1,0.0762,0.000391,0.513,0.265,0.424,160.035,4,death-metal
61507,10088,10088,17bwP0DTeLoqcyJ3JdyIl5,Mekon;Roxanne Shante,Relax With Mekon,What's Going On?,21,253466,Explicit,0.767,0.968,10,-4.24,0,0.0817,0.0118,0.000147,0.251,0.738,122.987,4,breakbeat
61517,37656,37656,1oESaN8kcBK0E24i9sYs61,MC Guto VGS;MC Pê Original;DJ Roca;DJ Andrômeda,Vai Te Botar,Vai Te Botar,21,158224,Explicit,0.726,0.954,1,-2.23,0,0.091,0.438,0.00137,0.289,0.353,129.92,4,funk
61518,22931,22931,3uEveqIDu17zTBVJI26WNE,Blind Witness,Nightmare On Providence Street,For Life,21,125493,Explicit,0.586,0.987,4,-2.826,0,0.206,2.06e-05,0.19,0.116,0.19,119.872,4,death-metal
61520,22891,22891,4g2XQt5ux2eO95D188I7nB,Cannibal Corpse,Gallery of Suicide,Crushing the Despised,21,116733,Explicit,0.478,0.998,6,-9.17,1,0.127,0.000788,0.733,0.132,0.0422,133.503,4,death-metal
61521,22890,22890,6d62mNVDWHAjynJgEjDGNK,Traitors,Mental State,Mental State,21,182666,Explicit,0.354,0.979,4,-4.907,1,0.139,0.000191,0.288,0.7,0.0908,180.052,4,death-metal
61526,22927,22927,0P3En9qPWhO7zfAUHqlkg0,Rajasinga,Rajagnaruk,Rajagnaruk,21,246674,Explicit,0.493,0.994,7,-3.177,1,0.108,0.000322,0.0133,0.0875,0.407,172.067,4,death-metal
61529,22880,22880,4PLTg9CoKRCzXP1ViIK9HU,The Acacia Strain,Continent,Baby Buster,21,258360,Explicit,0.277,0.958,10,-5.002,1,0.168,0.000802,0.023,0.174,0.0714,139.96,4,death-metal
61532,22893,22893,1nsmgPBGEqwseR25HqcjK5,Benediction,Scriptures,Tear Off These Wings,21,259820,Explicit,0.218,0.995,8,-5.973,1,0.1,2.78e-05,0.536,0.34,0.204,145.233,4,death-metal
61533,41629,41629,5OiYoJ7T0bd1cvdAEbgTGo,Jayke Orvis,Its All Been Said,Thunderbolts and Lightnin',21,157702,Explicit,0.769,0.589,2,-9.719,1,0.0477,0.096,0.0413,0.115,0.549,107.085,4,goth
61535,22906,22906,2H4pkLd0VQuJxS84xnk6gd,PeelingFlesh;Jon Huber;Bludgeoned;Pathology;I Declare War,Winter Mixtape Promo,Removed from Consciousness,21,186686,Explicit,0.29,0.883,1,-5.653,1,0.0968,2.87e-05,0.501,0.413,0.143,100.155,4,death-metal
61538,22914,22914,5XidOoqasC3sPl0XvaAB1t,Traitors,Repent,WEAK WORLD,21,187966,Explicit,0.272,0.923,6,-4.468,0,0.0919,6.31e-05,0.00708,0.33,0.184,90.029,4,death-metal
61541,22920,22920,121gtK1ltxmuyntxaPQ0H5,Beside,Against Ourselves,7 Deadly Sins,21,208493,Explicit,0.531,0.921,2,-13.488,0,0.0804,0.00179,8.05e-06,0.141,0.187,115.013,4,death-metal
61542,22921,22921,4yI9eqIQRYlxxw1dbQ5pke,Burgerkill,Adamantine,Paradoks,21,307892,Explicit,0.452,0.977,7,-6.82,1,0.0601,0.00117,0.0659,0.114,0.445,93.97,4,death-metal
61550,18786,18786,3yINFPH0xYyZTa1VgCNfZW,David Cross,"Oh, Come On",A Couples Colonic?!,21,288509,Explicit,0.702,0.436,9,-17.752,0,0.948,0.282,0.0,0.649,0.347,60.078,4,comedy
61555,18775,18775,6PeE8NPRChcOGkmPqpuTY9,Willie Barcena,Hey!they'rejust Jokes!,Potheads,21,147173,Explicit,0.457,0.756,8,-17.516,1,0.908,0.837,2.52e-05,0.696,0.144,97.035,4,comedy
61556,18773,18773,6KxbHBskjC5Kdc5MPYSsOQ,1 Trait Danger,1 Trait Bangers,BACK UP (He's the Man),21,204000,Explicit,0.693,0.679,9,-5.452,1,0.43,0.0727,0.0,0.176,0.693,159.9,4,comedy
61558,18772,18772,7xan7fT5Y0Sqhv6ZtOgB3r,Darryl Lenox,Super Bloom,Single Now,21,338934,Explicit,0.633,0.453,2,-10.159,1,0.922,0.885,0.0,0.737,0.7,93.604,4,comedy
61562,18766,18766,1Kcim82J1yrlE6hgXFTbfo,Matt McCarthy,Sober Dad,Pro Wrestling Fan Vs the Rules,21,111187,Explicit,0.682,0.519,2,-9.513,1,0.933,0.893,1.96e-06,0.339,0.697,80.106,1,comedy
61563,18765,18765,5r4EqfjPh9xC8Nm98ZLSwk,Ari Shaffir,Passive Aggressive,Cars Passing You,21,87052,Explicit,0.62,0.717,1,-10.788,1,0.747,0.887,0.0,0.747,0.873,114.973,4,comedy
61566,18759,18759,1P6wHk5wXM2jj9wEInBLji,Jon Reep,Ginger Beard Man,At the Movies,21,72115,Explicit,0.576,0.888,4,-15.32,0,0.85,0.863,8.67e-06,0.778,0.0399,117.168,1,comedy
61572,18801,18801,6ME9lVyEthFJ0QaTgKr1R0,Darryl Lenox,Blind Ambition,Politics Don't Affect Me,21,103280,Explicit,0.546,0.703,9,-10.143,1,0.948,0.789,0.0,0.891,0.199,87.692,4,comedy
61584,18688,18688,3OupqAxWY6d8uIksQFRSTW,Martin Lawrence,Doin' Time: Uncut,Gettin' Old,21,224287,Explicit,0.529,0.404,10,-22.632,0,0.954,0.618,0.0,0.884,0.243,85.362,4,comedy
61589,18705,18705,70vFvypPM4jil2LZVbmw0Y,Andi Smith,Home Perm,Christmas Parade,21,57182,Explicit,0.537,0.71,5,-13.404,0,0.956,0.753,0.0,0.728,0.6,48.973,4,comedy
61592,18697,18697,1CeRKY1UgQYgoxw3w9PXiv,George Lopez,"It's Not Me, It's You",Ethnic Shopping,21,171973,Explicit,0.412,0.973,5,-6.464,0,0.868,0.889,7.92e-06,0.943,0.0379,103.237,4,comedy
61593,18720,18720,2Yoyo0A9HXn4M4f0Rykpo1,Andrew Orvedahl,Hit the Dick Lights,Knee-Deep,21,161672,Explicit,0.553,0.572,9,-11.474,1,0.852,0.742,0.0,0.728,0.732,90.825,3,comedy
61597,18691,18691,7pxwA1zp87Md2flPamX3IM,Martin Lawrence,Doin' Time: Uncut,Make Some Noise,21,347733,Explicit,0.407,0.953,6,-2.802,0,0.912,0.669,0.0,0.973,0.191,68.164,3,comedy
61599,18689,18689,0QtgreaibusmcIHbgZZOOA,Gary Gulman,In This Economy?,Things Remembered,21,243346,Explicit,0.489,0.911,9,-4.027,1,0.929,0.814,0.0,0.895,0.371,45.318,4,comedy
61600,18719,18719,4RUBcugkHQ8c6Jq2hkk1I3,Andi Smith,Home Perm,Art School,21,109244,Explicit,0.544,0.605,1,-11.676,1,0.905,0.77,0.0,0.565,0.397,114.099,4,comedy
61603,18753,18753,1hCOFdGunts9kWLFdXNeBf,"Joey ""CoCo"" Diaz",Sociably Unacceptable,Consequences,21,207092,Explicit,0.653,0.623,8,-12.559,0,0.927,0.796,0.0,0.794,0.677,119.08,3,comedy
61605,18758,18758,2rrUb4NcQimu1GAhDeCnh6,Eddie Della Siepe,Little Jerk,Teens Are Cooler Than Me,21,127856,Explicit,0.604,0.482,11,-14.063,0,0.948,0.873,0.0,0.848,0.651,82.015,4,comedy
61606,18757,18757,4Etk7YJv4vOAA4ekfRhxbf,Ian Bagg,Conversations,The Intern,21,257184,Explicit,0.43,0.902,5,-10.702,1,0.925,0.932,5.11e-06,0.93,0.238,95.233,3,comedy
61608,18754,18754,3DBbly84HU2MNpPLgpR4VQ,Mike DeStefano,OK Karma,Lead Finger,21,104626,Explicit,0.702,0.669,1,-8.58,0,0.938,0.771,0.0,0.863,0.682,80.893,4,comedy
61609,48657,48657,2EpUHz5TqbAAQ8iweD75p6,Big L;Fat Joe,The Big Picture,The Enemy (feat. Fat Joe),21,168013,Explicit,0.606,0.649,11,-8.372,1,0.392,0.115,0.00019,0.824,0.877,174.081,4,hardcore
61611,18724,18724,4ifsvVS1Or4RgnXJaTplm7,Aunty Donna;Montaigne;Boilermakers,The Album,The Best Freestylers in the World,21,278400,Explicit,0.885,0.696,1,-5.876,1,0.314,0.045,0.0,0.652,0.562,100.034,4,comedy
61612,18751,18751,3ZLlNLObEjAwtgTxVsj5If,Dirt Nasty,Palatial,Pussy Too Hot,21,175999,Explicit,0.617,0.803,1,-2.357,1,0.0692,0.011,0.0,0.235,0.523,119.985,4,comedy
61617,18725,18725,6tcWVk7E61wssITv2k6H3u,Kurt Braunohler,Trust Me,Nailing Marriage / Hitler Had a Dog,21,259978,Explicit,0.585,0.66,2,-14.418,0,0.936,0.913,0.0,0.704,0.326,95.526,4,comedy
61624,18837,18837,0qpZUUYDG7ktccm9CaskmB,Christopher Titus,Voice in My Head,The Tako Incident,21,542066,Explicit,0.536,0.937,9,-6.439,1,0.898,0.883,0.0,0.876,0.285,106.063,3,comedy
61632,18830,18830,4sKqId5IFr8A4CjmdtG01f,Rodney Carrington,Morning Wood,More Of A Man,21,160026,Explicit,0.564,0.437,4,-14.237,1,0.161,0.616,0.0,0.337,0.747,175.27,4,comedy
61635,18829,18829,04yn2aWfZ1FOYC6J4LE1tY,Ralphie May,Just Correct,Tough Day to Be Black,21,218412,Explicit,0.53,0.742,5,-14.897,0,0.915,0.893,0.0,0.89,0.491,108.281,4,comedy
61639,18848,18848,1JGFhhbcEDikq0xxuAI0Mk,Kathleen Madigan,Bothering Jesus,Drinking & Ireland,21,280366,Explicit,0.472,0.855,0,-7.011,1,0.709,0.787,0.0,0.931,0.381,123.001,3,comedy
61644,18851,18851,6PYN9otuq4YmBiOwPcDlj3,Dirt Nasty,Dirt Nasty,Baby Dick,21,168480,Explicit,0.883,0.489,4,-9.091,0,0.285,0.0298,0.0,0.104,0.696,83.046,4,comedy
61645,18849,18849,3nFwh8bSIFzeVOnKZKzacA,George Lopez,Team Leader,Kids In the Store,21,260838,Explicit,0.435,0.726,10,-14.431,1,0.937,0.847,0.0,0.885,0.362,85.097,5,comedy
61648,18845,18845,3mzKvD4QkaVJc6AWRUMX9r,Kathleen Madigan,Gone Madigan,Vegas Ladies,21,121221,Explicit,0.653,0.817,9,-5.535,1,0.893,0.86,0.0,0.343,0.511,135.459,5,comedy
61654,18828,18828,5xxv6lrGkr1UK672ihOx3O,Ralphie May,Just Correct,Kobe,21,306686,Explicit,0.522,0.668,10,-17.228,0,0.883,0.816,0.0,0.965,0.385,117.786,3,comedy
61659,18814,18814,6crBvAhPLI9cfGJkSPb2Ns,Nick Swardson,Taste It,Night Clubs,21,235073,Explicit,0.475,0.897,2,-6.91,1,0.921,0.701,0.0,0.909,0.125,81.269,4,comedy
61663,18811,18811,2SgUxBKd0BdwctY3Sv1GIN,Eddie Della Siepe,Little Jerk,Sleep on It,21,124827,Explicit,0.727,0.489,1,-12.389,1,0.954,0.84,0.0,0.899,0.726,77.549,4,comedy
61664,18809,18809,2g1rURb35m33hKPhwbSIh4,Jay Pharoah,Can I Be Me?,Oh Lord,21,160493,Explicit,0.705,0.485,0,-10.997,1,0.903,0.815,0.0,0.892,0.545,110.157,3,comedy
61667,18807,18807,0xXVW9OsC9kM2Kyoz0BN7h,Ian Edwards,100% Half-Assed,Self-Defense,21,90261,Explicit,0.562,0.595,11,-12.718,1,0.952,0.738,0.0,0.677,0.657,177.64,4,comedy
61668,18805,18805,2ETcpbMUonBWf7W9gwttid,Michael Colyar,Before They Were Kings Vol. 2,Catholic & The Devil,21,111326,Explicit,0.522,0.875,10,-11.813,0,0.869,0.876,0.0,0.678,0.509,96.044,3,comedy
61669,18804,18804,7J6iVTfjkuKb8gMCiz9kqz,Muck Sticky,Man in Pajamas,In Ya Neighborhood,21,196475,Explicit,0.866,0.391,1,-4.847,1,0.119,0.0529,0.0,0.0469,0.524,67.463,4,comedy
61677,18819,18819,6ByssxJElULfZc1ukJY96I,Artie Lange,The Stench of Failure,Mental Institution Scrabble,21,233501,Explicit,0.5,0.921,8,-4.749,1,0.927,0.701,0.0,0.96,0.589,60.03,5,comedy
61683,18821,18821,5syD7i4x8dN14yh3W7ppwf,"Joey ""CoCo"" Diaz",Sociably Unacceptable,The Bidet,21,133846,Explicit,0.654,0.657,11,-11.954,0,0.936,0.802,0.0,0.818,0.854,83.88,4,comedy
61689,18687,18687,29Ix5oCICnAYsiV7UtKFDZ,Baron Vaughn,Holy Fuck. Live Comedy.,Baron Vaughn,21,282406,Explicit,0.432,0.715,2,-11.85,1,0.853,0.819,0.0,0.978,0.582,92.359,1,comedy
61690,18858,18858,6ij2idDKbTMC0hUJT7qU5u,Iliza Shlesinger,War Paint,Women's Restroom,21,188099,Explicit,0.684,0.891,10,-5.935,0,0.917,0.873,0.0,0.918,0.44,119.931,4,comedy
61692,49684,49684,1kaW3O988oChYcvFW9ecjf,Brennan Heart,Hardstyle Top 100 - 2019,Show Your True Colors - I AM HARDSTYLE 2019 Anthem,21,323200,Explicit,0.543,0.938,7,-6.244,1,0.288,0.0403,0.0059,0.162,0.0963,150.023,4,hardstyle
61704,18637,18637,74CKdGAQNhQeZroiHebZhx,Gary Gulman,The Great Depresh,Drinking Fountain,21,276142,Explicit,0.574,0.579,10,-14.523,1,0.945,0.879,0.0,0.712,0.406,127.292,3,comedy
61716,49670,49670,72qoHEsuB0aUBhWwiDwVvP,Øien,Final Evolution 2022,Final Evolution 2022,21,193492,Explicit,0.487,0.931,1,-3.075,0,0.0819,0.00111,1.67e-05,0.565,0.58,170.037,4,hardstyle
61723,49676,49676,269UqC9tzwMZo6iqLhGOlC,Noise Cartel;Buren Van De Brandweer,Slecht Gaan,Slecht Gaan,21,173203,Explicit,0.611,0.989,7,-3.493,0,0.0447,0.00927,2.19e-05,0.347,0.596,159.963,4,hardstyle
61728,49848,49848,5iV1yWgsVxuw6OCHGL4RcT,Szeukers,Limburgse K*Tmeziek!,Limburgse K*Tmeziek!,21,240562,Explicit,0.749,0.855,7,-2.574,1,0.313,0.108,0.000462,0.106,0.305,165.013,4,hardstyle
61733,49883,49883,28zsM7DeM0yfIwgpQk2MB2,Unresolved;Streiks & Kratchs,Fuckin' With The Best,Fuckin' With The Best,21,225653,Explicit,0.689,0.955,7,-1.422,1,0.302,0.159,0.0,0.031,0.158,100.188,4,hardstyle
61736,49925,49925,1OgTVOrBb2NNvd2s35oqLG,Jebroer,ZES,Cobaine,21,159517,Explicit,0.634,0.565,0,-7.043,1,0.0481,0.0779,1.87e-06,0.109,0.131,164.909,4,hardstyle
61739,49937,49937,3CC06i76ZKONH9dmC6dqTP,Szeukers,Op De Hei,Op De Hei,21,105711,Explicit,0.814,0.832,7,-6.036,1,0.222,0.00782,0.0524,0.216,0.201,100.012,4,hardstyle
61743,49836,49836,7wRmKBCJ8gupcDydBB0XVS,Jebroer,ZES,Naar De Hel,21,185200,Explicit,0.699,0.707,7,-5.592,1,0.0452,0.00792,2.72e-05,0.0699,0.187,150.036,4,hardstyle
61760,49646,49646,0djKRTTzcqrjnEfBUsL9W3,Crypsis,In The Jungle,In The Jungle,21,230709,Explicit,0.487,0.926,2,-2.67,0,0.0611,0.492,2.19e-05,0.0362,0.212,154.992,4,hardstyle
61769,18670,18670,3eQdJA1b3y1PBQU4xg3Can,Louis Katz,If These Balls Could Talk,Tits vs. Ass,21,197533,Explicit,0.532,0.862,5,-5.507,1,0.856,0.821,0.0,0.78,0.452,135.31,3,comedy
61771,18669,18669,6snxrG2vE9XXKpLEplw7mC,Myq Kaplan,Meat Robot,Meats and Robots,21,190946,Explicit,0.572,0.797,5,-6.179,0,0.899,0.891,0.0,0.507,0.636,84.322,4,comedy
61783,18682,18682,5ljkFWKVckDSU8iS3XPETr,Moshe Kasher,Live in Oakland,I Found out in Seattle (The Gag Reflex) - Live,21,163040,Explicit,0.598,0.904,7,-2.921,0,0.886,0.808,0.0,0.956,0.771,86.086,3,comedy
61784,18681,18681,6mWCHtkn8NJEDcWplDiGwm,Martin Lawrence,Doin' Time: Uncut,Sex Addiction,21,227884,Explicit,0.602,0.367,2,-22.97,1,0.95,0.667,0.0,0.959,0.276,89.184,4,comedy
61787,18678,18678,3F9QPgLzUXDIgbLdRu1rSq,D.L. Hughley,Clear,Oscar Movies and Paula Deen,21,348202,Explicit,0.555,0.954,2,-7.513,0,0.913,0.764,0.0,0.751,0.153,80.507,3,comedy
61793,18675,18675,5XBYyTeieE6krwSBiBztRU,Mitch Fatel,Public Display of Perversion,I Love Babies,21,166395,Explicit,0.511,0.801,6,-10.328,1,0.913,0.988,0.000192,0.312,0.684,66.961,3,comedy
61806,18659,18659,1Ep3W7DYe6JxWsWHb3SKL1,Mo Mandel,Negative Reinforcement,Pee Pee Treats,21,149941,Explicit,0.758,0.642,6,-12.07,1,0.954,0.87,0.0,0.773,0.5,70.366,3,comedy
61814,49621,49621,6cKjCsGjoR629sn7paesGM,ANDY SVGE,Under The Rising Sun,Under The Rising Sun,21,299200,Explicit,0.461,0.97,6,-2.866,0,0.0676,0.00132,0.875,0.296,0.0709,150.117,4,hardstyle
61823,18654,18654,4o1fv1iAZ5wesZKXFQXjMZ,Baron Vaughn,Blaxistential Crisis,South,21,148733,Explicit,0.465,0.615,6,-12.408,1,0.921,0.863,0.0,0.787,0.685,48.3,5,comedy
61826,18655,18655,251W7xD4sW3iPIvig9W2yb,Ryan Sickler,Get a Hold of Yourself,We Got a Joint!,21,350946,Explicit,0.558,0.612,0,-8.448,1,0.928,0.817,0.0,0.934,0.475,87.815,3,comedy
61867,18941,18941,1DmEMhOTK07lcpH8anTHLH,Kevin Bloody Wilson,35 Years of Kevin Bloody Wilson,Dictaphone,21,297133,Explicit,0.752,0.72,2,-7.989,1,0.141,0.236,5.45e-05,0.121,0.821,120.236,4,comedy
61868,18948,18948,4ysOuRIGNFsItKyg37PCdl,Kevin Bloody Wilson,My Australian Roots,Double Decker Dog,21,266026,Explicit,0.694,0.409,0,-11.648,1,0.0717,0.507,0.0,0.0774,0.617,136.241,4,comedy
61870,18947,18947,6NFrCfIlqqkMMEHTfaeUEk,Kathleen Madigan,Gone Madigan,"Web MD, Uso Tour",21,343476,Explicit,0.632,0.828,6,-5.469,0,0.896,0.841,0.0,0.925,0.514,135.96,4,comedy
61872,18946,18946,1iqJe68c0aRt6yCOg857rE,Kathleen Madigan,Gone Madigan,"Gay Marriage, Polygamy, 40's",21,213079,Explicit,0.668,0.775,2,-5.386,1,0.807,0.847,0.0,0.744,0.492,84.915,1,comedy
61874,18940,18940,7CxuiGipV5xedFwO2CUq3T,Chris Hardwick,Mandroid,Nerds Make the World Go 'Round,21,254613,Explicit,0.602,0.973,1,-3.804,1,0.815,0.655,0.0,0.932,0.317,110.803,3,comedy
61878,18938,18938,1mRhFPwyTuXcpZmyWVy0PN,David Cross,"Oh, Come On","But Not Really (Couples Colonic, Pt. 3)",21,260339,Explicit,0.639,0.496,11,-17.006,1,0.898,0.471,0.0,0.725,0.391,109.44,3,comedy
61880,18936,18936,788z3begie1NffhM8RWWiI,David Cross,"Oh, Come On",My Very Extra Special Trump Fantasy,21,602225,Explicit,0.625,0.531,10,-15.791,1,0.921,0.349,0.0,0.928,0.493,104.856,5,comedy
61881,18934,18934,3VwqOoZ8iCQkLij5RhnPE0,Brad Williams,Fun Size,Ladies Give a Man a Pep Talk Before Sex,21,148565,Explicit,0.692,0.445,11,-20.027,0,0.952,0.772,0.0,0.901,0.58,69.585,4,comedy
61882,18956,18956,62yfuUzcmmSLvFafxPc2A7,Iliza Shlesinger,War Paint,Shave the Big Toe,21,276323,Explicit,0.637,0.921,11,-5.366,1,0.932,0.801,0.0,0.961,0.548,87.522,3,comedy
